"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60"
"20",6046.781,2258.185,779.706,519.288,1796.229,6644.539,1048.445,3128.955,1515.768,4625.667,1221.413,2198.7,5518.685,1316.391,1342.329,857.535,4634.516,2317.678,447.59,609.308,1878.532,2200.175,6392.368,2059.51,992.053,2163.92,2331.008,4452.104,1703.05,3460.45,1222.976,2132.873,2066.335,806.011,5836.904,2743.287,4414.412,3364.452,2881.218,3517.531,324.18,4462.561,2065.061,6752.905,5745.421,3881.808,6779.913,6885.832,2415.86,2351.667,2033.978,1317.626,3304.812,599.345,3541.542,3118.443,1014.751,6028.169,1599.077,3353.374
"21",4864.649,3206.737,2248.909,1938.27,3105.611,5557.63,2448.01,2487.997,404.219,3216.697,808.876,1016.568,4431.776,2073.128,2852.913,2202.288,3993.558,3828.262,1384.033,1250.752,1681.846,1559.217,4983.398,3528.713,1173.332,2377.581,3800.211,3269.972,742.913,2278.318,1002.886,723.903,980.917,1486.585,5195.946,4212.49,3232.28,2836.839,4260.531,2430.622,1820.72,3830.463,3374.443,5343.935,5210.861,2699.676,5597.781,5938.274,3885.063,3820.87,2610.682,2585.55,2777.199,2068.548,3138.385,2477.485,960.294,5081.232,2121.989,2171.242
"22",2739.906,5107.676,5130.404,4431.707,6576.596,2161.23,5816.217,1847.135,3734.968,876.042,4139.625,4096.864,1035.376,4288.118,5367.729,4514.798,788.046,6248.881,4549.063,4353.97,3691.707,2911.643,2539.771,6818.148,4585.837,4592.571,6850.315,3091.005,3718.299,2834.403,4066.456,3368.103,4309.818,4899.09,1338.765,7501.925,1860.861,2654.171,6159.34,1602.614,4856.174,1108.463,6845.428,2900.308,1362.657,2921.755,3259.113,2058.973,7174.498,7110.305,4825.672,4800.54,2604.742,5329.382,3338.626,1701.154,4291.043,1201.31,4336.979,3016.456
"23",5407.129,3192.557,1292.992,1455.607,1705.317,6856.204,1176.367,3786.571,1707.543,4496.418,1114.872,1845.655,5730.35,2252.71,1896.996,1793.854,5292.132,2872.345,1383.909,1405.071,2674.295,2857.791,6195.37,2283.93,751.547,2959.683,2784.849,3812.452,1914.715,3119.177,1719.235,2003.624,1285.171,476.833,6494.52,2817.465,4073.139,4135.413,3779.665,3729.196,1257.086,5129.037,1974.149,6555.907,6509.435,3540.535,6140.261,7236.848,2662.604,2805.508,2904.623,2253.945,4075.773,1112.631,4337.305,3776.059,1084.418,6379.806,2394.84,3012.101
"24",8244.564,1167.301,2069.149,2261.486,3052.077,8171.447,2347.536,4525.419,3520.588,6239.121,3510.352,4396.483,7045.593,1911.542,1426.684,1939.133,5502.514,1225.226,2654.942,2769.232,2597.116,3430.263,8454.913,2690.642,3280.992,2033.021,2150.702,6649.887,3399.187,5658.233,3225.859,4311.337,4355.274,3094.95,6709.56,3258.453,6612.195,3938.289,1555.342,5044.439,2212.422,5181.145,3063.823,8815.45,6464.005,6079.591,8977.696,8139.448,2925.732,2861.539,1949.093,1398.216,4023.396,2165.991,3104.713,4634.17,3179.154,7281.785,1877.002,5551.157
"25",4622.7,3417.866,2021.532,1996.997,2198.424,6096.128,1904.907,3026.495,973.823,3711.989,689.071,1061.226,4970.274,2218.255,2625.536,2261.015,4532.056,3593.056,1442.76,1309.479,2220.344,2097.715,5410.941,2777.037,777.142,2864.091,3461.833,3028.023,1312.517,2334.748,1572.49,1219.195,500.742,1090.395,5734.444,3310.572,3288.71,3375.337,4436.485,2969.12,1879.447,4368.961,2467.256,5771.478,5749.359,2756.106,5355.832,6476.772,3155.711,3340.962,2809.031,2733.466,3315.697,1841.171,3676.883,3015.983,1019.021,5619.73,2299.248,2227.672
"26",5076.141,2747.997,2439.013,1757.977,3455.536,4738.62,2707.752,1302.863,1024.035,2806.294,1428.151,1585.93,3612.766,1614.388,2693.999,1841.068,2808.424,3575.151,1371.373,1209.888,1030.777,374.083,5022.086,3718.817,1840.048,1918.841,3990.315,3481.464,540.609,2489.81,888.766,857.169,1751.252,2032.057,4010.812,4402.594,3365.828,1651.705,3801.791,1611.612,1894.719,2645.329,3724.368,5382.623,4025.727,2882.312,5741.428,5059.74,4075.167,4010.974,2151.942,2126.81,1592.065,2258.652,1953.251,1292.351,1488.873,4202.077,1663.249,2382.734
"27",6872.921,1008.606,1357.975,889.843,3043.41,6799.804,2182.454,3153.776,2148.945,4867.478,2188.359,3024.84,5673.95,528.285,1357.202,567.49,4091.703,2109.876,1283.299,1397.589,1186.305,2058.62,7083.27,3179.731,2158.686,1019.951,2711.31,5278.244,2027.544,4286.59,1854.216,2939.694,2989.189,2106.105,5298.749,3819.061,5240.552,2672.225,2075.791,3672.796,1223.577,3770.334,3284.754,7443.807,5053.194,4707.948,7606.053,6767.805,3486.34,3422.147,784.399,353.549,2612.585,1695.619,2396.411,3262.527,1807.511,5910.142,466.191,4179.514
"28",7750.679,1837.582,1422.164,1866.956,2376.231,7776.917,1700.551,4130.889,3126.058,5844.591,2925.311,3902.598,6651.063,1695.019,779.699,1544.603,5292.397,549.38,2260.412,2374.702,2386.999,3035.733,8060.383,2014.796,2695.951,2367.205,1474.856,6156.002,3004.657,5164.348,2831.329,3836.771,3770.233,2509.909,6499.443,2582.607,6118.31,3872.919,2039.598,4649.909,1770.18,4971.028,2387.977,8420.92,6253.888,5585.706,8483.811,7744.918,2249.886,2185.693,2131.653,1436.81,3813.279,1519.006,3743.665,4239.64,2784.624,6887.255,1915.596,5057.272
"29",3543.746,6563.799,6789.562,6090.865,8340.985,702.753,7475.375,3734.435,5798.281,2939.355,6202.938,6141.573,1511.178,5787.47,6995.559,6014.15,2245.05,7748.233,6287.338,6013.128,5148.711,4534.164,2703.343,8477.306,6649.15,6091.923,8349.667,5129.117,5456.574,4876.302,5804.731,5431.416,6354.527,6948.022,1041.023,9161.083,3902.422,4110.294,7615.463,3665.927,6515.332,2565.467,8582.329,3063.88,2333.869,4963.466,3492.541,483.368,8833.656,8769.463,6325.024,6299.892,4061.746,6988.54,4794.749,3587.634,6354.356,862.417,5836.331,5058.945
"30",6892.503,1431.979,738.251,909.425,2423.686,6819.386,1562.73,3173.358,2168.527,4887.06,2158.291,3044.422,5693.532,737.488,690.148,587.072,4334.866,1442.822,1302.881,1417.171,1429.468,2078.202,7102.852,2560.007,1928.931,1687.296,2044.256,5297.826,2047.126,4306.172,1873.798,2959.276,3003.213,1742.889,5541.912,3152.007,5260.134,2915.388,2019.087,3692.378,860.361,4013.497,2665.03,7463.389,5296.357,4727.53,7625.635,6787.387,2819.286,2755.093,1451.744,655.2,2855.748,1075.895,3063.756,3282.109,1827.093,5929.724,1130.699,4199.096
"31",6751.056,1523.443,853.312,767.978,2538.747,6677.939,1677.791,3031.911,2027.08,4745.613,2016.844,2902.975,5552.085,608.359,831.595,445.625,4205.737,1584.269,1161.434,1275.724,1300.339,1936.755,6961.405,2675.068,1787.484,1561.498,2185.703,5156.379,1905.679,4164.725,1732.351,2817.829,2861.766,1601.442,5412.783,3293.454,5118.687,2786.259,2110.551,3550.931,718.914,3884.368,2780.091,7321.942,5167.228,4586.083,7484.188,6645.94,2960.733,2896.54,1325.946,609.594,2726.619,1190.956,2937.958,3140.662,1685.646,5788.277,1001.57,4057.649
"32",7488.99,1257.367,1591.246,1505.912,2892.981,7415.873,2040.617,3769.845,2765.014,5483.547,2754.778,3640.909,6290.019,1155.968,1119.765,1183.559,4746.94,1651.833,1899.368,2013.658,1841.542,2674.689,7699.339,2893.636,2525.418,1628.649,2353.696,5894.313,2643.613,4902.659,2470.285,3555.763,3599.7,2339.376,5953.986,3461.447,5856.621,3327.462,1844.475,4288.865,1456.848,4425.571,3134.325,8059.876,5708.431,5324.017,8222.122,7383.874,3128.726,3064.533,1393.097,642.642,3267.822,1859.072,3005.109,3878.596,2423.58,6526.211,1121.428,4795.583
"33",7055.177,985.608,1157.433,1072.099,2842.868,6982.06,1981.912,3336.032,2331.201,5049.734,2320.965,3207.096,5856.206,722.155,1135.716,749.746,4313.127,1791.944,1465.555,1579.845,1407.729,2240.876,7265.526,2979.189,2091.605,1240.925,2489.824,5460.5,2209.8,4468.846,2036.472,3121.95,3165.887,1905.563,5520.173,3597.575,5422.808,2893.649,1572.716,3855.052,1023.035,3991.758,3084.212,7626.063,5274.618,4890.204,7788.309,6950.061,3264.854,3200.661,1005.373,208.829,2834.009,1495.077,2617.385,3444.783,1989.767,6092.398,687.615,4361.77
"34",3729.266,7199.816,7379.237,6680.54,8825.429,571.439,8065.05,4095.968,5983.801,3124.875,6388.458,6327.093,1696.698,6423.487,7616.562,6650.167,2881.067,8384.25,6797.896,6602.803,5784.728,5160.476,2888.863,9066.981,6834.67,6727.94,8985.684,5314.637,5967.132,5061.822,6315.289,5616.936,6540.047,7147.923,1677.04,9750.758,4087.942,4746.311,8251.48,3851.447,7105.007,3201.484,9094.261,3249.4,2970.128,5148.986,3678.061,352.054,9423.331,9359.138,6961.041,6935.909,4697.763,7578.215,5430.766,3949.987,6539.876,1047.937,6472.348,5244.465
"35",2479.57,5371.038,4738.941,4428.302,5731.436,3060.67,4994.766,1929.52,2894.251,512.734,3298.908,2864.545,1941.213,4370.503,5342.945,4597.183,1527.604,6318.294,3874.065,3740.784,3786.892,2994.028,2279.435,6018.745,3745.12,4674.956,6290.243,1897.159,3232.945,1599.274,3492.918,2527.386,3077.499,4058.373,2728.324,6702.522,625.394,2917.437,6422.702,1225.476,4310.752,1367.647,6000.268,2639.972,2752.216,1686.438,2998.777,3441.314,6375.095,6310.902,4908.057,4882.925,2857.797,4558.58,3601.988,1783.539,3450.326,2587.682,4419.364,1781.917
"36",6177.361,1985.912,938.838,80.693,2350.362,6220.626,1484.752,2693.861,1543.555,4288.3,1492.799,2329.28,5094.772,1013.552,1216.002,585.262,4199.422,2191.351,474.149,633.599,1443.438,1765.081,6504.092,2486.683,1394.696,1728.826,2758.181,4582.684,1426.458,3591.03,1250.332,2263.453,2293.629,1406.532,5401.81,3170.46,4544.992,2929.358,2608.945,3093.618,524.709,4027.467,2591.706,6864.629,5310.327,4012.388,6910.493,6450.738,2843.033,2778.84,1673.766,1045.353,2869.718,997.917,3106.448,2683.349,1043.521,5593.075,1163.983,3483.954
"37",4413.545,3726.489,4040.787,3342.09,5592.21,3876.584,4726.6,991.382,3191.225,1944.258,3595.341,3563.857,2750.73,3038.695,4246.784,3265.375,934.572,4999.458,3538.563,3264.353,2399.936,1785.389,4213.41,5728.531,4007.238,3092.39,5600.892,2944.668,2707.799,2301.396,3055.956,2835.096,3776.811,4199.247,2141.618,6412.308,2557.152,1094.102,4778.153,1069.539,3766.557,613.203,5833.554,4573.947,1896.063,2388.748,4932.752,3659.537,6084.881,6020.688,3325.693,3337.111,1312.971,4239.765,1957.439,844.581,3656.063,2801.874,2873.55,2483.449
"38",1889.806,8196.245,7376.271,7065.632,7883.109,2662.18,7300.646,4761.763,5531.581,2865.931,5853.214,5077.397,2213.156,7200.49,7980.275,7329.65,3877.496,8955.624,6511.395,6378.114,6619.135,5826.271,776.975,8461.722,6025.968,7504.943,8909.128,3475.747,5870.275,3812.126,6130.248,4891.378,5290.351,6339.221,2673.469,8995.257,2838.246,5742.74,9247.909,4057.719,6948.082,4197.913,8151.941,711.364,3973.421,3381.546,1043.077,3042.824,8840.396,8929.787,7738.044,7712.912,5690.04,7195.91,6427.195,4615.782,6087.656,2189.192,7249.351,3994.769
"39",3544.1,4384.914,3427.086,3116.447,3995.103,5195.045,3351.461,2159.53,1582.396,2647.456,1904.029,1128.212,4075.588,3251.305,4031.09,3380.465,3662.326,5006.439,2562.21,2428.929,2706.215,1962.884,3787.187,4573.716,2076.783,3555.758,4959.943,1959.529,1921.09,710.994,2181.063,942.193,1341.166,2390.036,4863.046,5107.251,1664.956,2511.07,5438.708,2078.447,2998.897,3500.664,4263.935,4147.724,4881.109,1132.352,4151.533,5575.689,4952.39,4980.602,3788.859,3763.727,2451.43,3246.725,3164.426,2149.018,2138.471,4722.057,3300.166,603.918
"40",2729.762,5201.534,4074.79,3905.892,4251.682,5070.879,3958.165,2035.364,2399.016,2523.29,2597.966,1483.504,3951.422,4067.925,4678.794,4169.91,3538.16,5646.314,3351.655,3218.374,3522.835,2779.504,3663.021,4830.295,2770.72,4372.378,5515.091,1168.62,2737.71,586.828,2997.683,1758.813,1890.431,3083.973,4738.88,5363.83,1540.79,3023.281,6255.328,1954.281,3788.342,3376.498,4520.514,4023.558,4756.943,1008.186,3337.195,5451.523,5208.969,5394.22,4605.479,4580.347,2963.641,3894.429,3685.848,2024.852,2927.916,4597.891,4116.786,479.752
"41",4484.054,3333.488,4359.717,3661.02,5911.14,3944.482,5045.53,1383.044,3530.464,2012.156,3934.58,3955.519,2818.628,3020.985,4444.533,3524.601,1000.805,5097.132,3875.115,3583.283,2508.623,2176.056,4283.919,6047.461,4344.38,2874.029,5798.641,3016.448,3047.038,2693.058,3395.195,3226.758,4168.473,4536.389,2207.851,6731.238,2627.661,875.741,4385.152,1461.201,4085.487,679.436,6152.484,4644.456,1962.296,2780.41,5003.261,3725.77,6403.811,6339.618,3107.332,3118.75,1272.605,4558.695,1564.438,1236.243,3993.205,2868.107,2655.189,2875.111
"42",5930.951,1746.945,1168.697,470,2720.12,5970.876,1854.51,2444.111,1297.145,4038.55,1246.389,2082.87,4845.022,547.334,1406.022,614.944,3813.18,2381.371,684.095,392.263,907.782,1510.789,6254.342,2856.441,1153.36,1193.17,2982.805,4336.274,1177.417,3344.62,1003.922,2017.043,2047.219,1345.369,5020.226,3540.218,4298.582,2393.702,2791.837,2843.868,894.467,3491.811,2961.464,6614.879,4774.671,3765.978,6664.083,6200.988,3212.791,3148.598,1138.11,1087.395,2334.062,1367.675,2570.792,2433.599,802.185,5343.325,628.327,3237.544
"43",3737.377,4207.34,3916.017,3217.32,5362.277,3202.035,4601.83,632.748,2520.649,1269.709,2925.306,2882.545,2076.181,3073.731,4153.342,3300.411,1511.967,5034.494,3334.676,3139.583,2490.12,1697.256,3537.242,5603.761,3371.518,3378.184,5635.928,2268.5,2503.912,1620.084,2852.069,2153.784,3095.499,3684.771,2714.355,6287.538,1880.984,1620.665,5261.134,388.227,3641.787,1348.872,5631.109,3897.779,2729.27,1707.436,4256.584,3582.679,5960.111,5895.918,3611.285,3586.153,1561.025,4114.995,2491.799,486.767,3076.724,2725.637,3122.592,1802.137
"44",5695.504,1957.962,1372.019,590.201,2839.065,5884.806,1974.711,2369.222,1061.698,3952.48,1010.942,1847.423,4758.952,758.351,1617.039,825.961,3874.783,2592.388,754.902,434.464,1118.799,1440.442,6041.091,2976.642,1224.167,1404.187,3193.822,4100.827,943.317,3109.173,768.475,1781.596,1811.772,1416.176,5077.171,3660.419,4063.135,2604.719,3002.854,2757.798,1014.668,3702.828,3081.665,6401.628,4985.688,3530.531,6428.636,6126.099,3332.992,3268.799,1349.127,1298.412,2545.079,1487.876,2781.809,2358.71,872.992,5268.436,839.344,3002.097
"45",1611.554,6519.246,5289.912,5213.8,5466.804,4341.006,5173.287,3373.846,3716.728,1795.214,3905.874,2791.412,3221.549,5385.637,5893.916,5477.818,2810.084,6861.436,4659.563,4526.282,4840.547,4126.301,2933.148,6045.417,4045.522,5690.09,6730.213,475.644,4055.422,2207.639,4315.395,3076.525,3190.25,4358.775,4009.039,6578.952,1133.605,4361.763,7573.04,2668.453,5096.25,2970.924,5735.636,3293.685,4033.516,1405.164,2218.987,4721.65,6424.091,6609.342,5923.191,5898.059,4302.123,5109.551,5056.53,3228.717,4235.824,3868.018,5434.498,2100.563
