"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
"48",4484.054,3333.488,4359.717,5911.14,3944.482,1383.044,3530.464,2012.156,3955.519,3020.985,3524.601,1000.805,5097.132,3875.115,3583.283,2508.623,2176.056,4283.919,6047.461,4344.38,2874.029,5798.641,3016.448,3047.038,2693.058,3395.195,3226.758,4168.473,4536.389,2207.851,875.741,4385.152,1461.201,4085.487,6152.484,1962.296,2780.41,5003.261,3725.77,6403.811,6339.618,3107.332,3118.75,1272.605,4558.695,1564.438,3993.205,2868.107,2655.189,2875.111
"49",5930.951,1746.945,1168.697,2720.12,5970.876,2444.111,1297.145,4038.55,2082.87,547.334,614.944,3813.18,2381.371,684.095,392.263,907.782,1510.789,6254.342,2856.441,1153.36,1193.17,2982.805,4336.274,1177.417,3344.62,1003.922,2017.043,2047.219,1345.369,5020.226,2393.702,2791.837,2843.868,894.467,2961.464,4774.671,3765.978,6664.083,6200.988,3212.791,3148.598,1138.11,1087.395,2334.062,1367.675,2570.792,802.185,5343.325,628.327,3237.544
"50",3737.377,4207.34,3916.017,5362.277,3202.035,632.748,2520.649,1269.709,2882.545,3073.731,3300.411,1511.967,5034.494,3334.676,3139.583,2490.12,1697.256,3537.242,5603.761,3371.518,3378.184,5635.928,2268.5,2503.912,1620.084,2852.069,2153.784,3095.499,3684.771,2714.355,1620.665,5261.134,388.227,3641.787,5631.109,2729.27,1707.436,4256.584,3582.679,5960.111,5895.918,3611.285,3586.153,1561.025,4114.995,2491.799,3076.724,2725.637,3122.592,1802.137
"51",5695.504,1957.962,1372.019,2839.065,5884.806,2369.222,1061.698,3952.48,1847.423,758.351,825.961,3874.783,2592.388,754.902,434.464,1118.799,1440.442,6041.091,2976.642,1224.167,1404.187,3193.822,4100.827,943.317,3109.173,768.475,1781.596,1811.772,1416.176,5077.171,2604.719,3002.854,2757.798,1014.668,3081.665,4985.688,3530.531,6428.636,6126.099,3332.992,3268.799,1349.127,1298.412,2545.079,1487.876,2781.809,872.992,5268.436,839.344,3002.097
"52",1611.554,6519.246,5289.912,5466.804,4341.006,3373.846,3716.728,1795.214,2791.412,5385.637,5477.818,2810.084,6861.436,4659.563,4526.282,4840.547,4126.301,2933.148,6045.417,4045.522,5690.09,6730.213,475.644,4055.422,2207.639,4315.395,3076.525,3190.25,4358.775,4009.039,4361.763,7573.04,2668.453,5096.25,5735.636,4033.516,1405.164,2218.987,4721.65,6424.091,6609.342,5923.191,5898.059,4302.123,5109.551,5056.53,4235.824,3868.018,5434.498,2100.563
"53",6493.811,3294.275,1360.854,399.821,7879.356,4553.273,2730.695,5583.1,2932.337,2727.065,2268.209,6058.834,1766.965,2048.043,2209.761,3302.85,3624.493,7282.052,950.946,1838.229,3588.238,1635.742,4899.134,2937.867,4205.859,2550.159,3090.306,2371.853,1413.469,7261.222,4788.77,3881.205,4752.348,1797.784,641.165,7169.739,4627.217,7226.943,8260,1329.62,1514.871,3444.652,2704.864,4729.13,1200.546,4965.86,2171.1,7402.958,3023.395,4098.783
"54",3807.779,4003.391,4391.664,5943.087,3265.046,1338.667,3542.102,1332.72,3911.142,3389.572,3616.252,733.38,5350.335,3889.44,3615.23,2750.813,2136.266,3607.644,6079.408,4358.115,3548.174,5951.769,2950.752,3058.676,2648.681,3406.833,3182.381,4124.096,4550.124,1940.426,1549.886,5055.055,1416.824,4117.434,6184.431,1694.871,2736.033,4326.986,3046.334,6435.758,6371.565,3781.477,3792.895,1663.848,4590.642,2234.341,4006.94,2188.671,3329.334,2830.734
"55",4613.661,3228.78,2270.952,2854.623,5548.567,2478.934,426.262,3150.686,765.58,2095.171,2224.331,3984.495,3850.305,1406.076,1272.795,1672.783,1550.154,4917.387,3433.236,922.344,2399.624,3805.504,3018.984,764.956,2027.33,1024.929,657.892,729.929,1235.597,5186.883,2827.776,4282.574,2421.559,1842.763,3123.455,5201.798,2448.688,5346.793,5929.211,3811.91,3826.163,2632.725,2607.593,2768.136,2090.591,3129.322,982.337,5072.169,2144.032,1920.254
"56",6108.306,2828.396,4389.89,5941.313,5565.573,1895.551,3560.637,3633.247,3987.261,3051.158,3554.774,2621.896,5066.935,3905.288,3613.456,2538.796,2207.35,5908.171,6077.634,4374.553,2450.949,5801.348,4650.138,3077.211,3462.106,3425.368,3258.5,4200.215,4566.562,3828.942,905.914,3880.06,2515.052,4115.66,6182.657,3583.387,3835.079,6627.513,5346.861,6433.984,6369.791,2660.264,3148.923,1302.778,4588.868,1059.346,4023.378,4489.198,2685.362,3355.03
"57",33.426,7666.317,6436.983,6613.875,3213.908,4430.526,4863.799,2536.828,3938.483,6532.708,6624.889,3551.698,8008.507,5806.634,5673.353,5987.618,5273.372,1802.929,7192.488,5192.593,6837.161,7877.284,1622.715,5202.493,3305.041,5462.466,4223.596,4337.321,5505.846,2883.886,5417.823,8720.111,3726.482,6243.321,6882.707,3650.549,2468.332,1086.773,3594.552,7571.162,7756.413,7070.262,7045.13,5358.803,6256.622,6102.278,5382.895,2740.92,6581.569,3197.965
"58",2101.494,7818.169,6998.19499999999,7566.212,2284.104,4383.687,5153.505,2487.855,4699.321,6822.414,6951.574,3499.42,8577.548,6133.319,6000.038,6241.059,5448.195,293.39,8144.825,5647.892,7126.867,8531.052,3686.865,5492.199,3434.05,5752.172,4513.302,4912.275,5961.145,2295.393,5364.664,8869.833,3679.643,6570.006,7835.044,3595.345,3521.214,1711.273,2664.748,8523.499,8551.711,7359.968,7334.836,5311.964,6817.834,6049.119,5709.58,1811.116,6871.275,3616.693
"59",7776.398,1811.863,1447.883,2401.95,7802.636,4156.608,3151.777,5870.31,3928.317,1720.738,1570.322,5318.116,575.099,2286.131,2400.421,2412.718,3061.452,8086.102,2040.515,2721.67,2341.486,1500.575,6181.721,3030.376,5190.067,2857.048,3862.49,3795.952,2535.628,6525.162,3898.638,2013.879,4675.628,1795.899,2413.696,6279.607,5611.425,8509.53,7770.637,2275.605,2211.412,2105.934,1411.091,3838.998,1544.725,3717.946,2810.343,6912.974,1889.877,5082.991
"60",7238.837,1603.86,910.322,2017.313,7273.505,3627.477,2622.646,5341.179,3390.756,1191.607,1037.043,4788.985,996.771,1752.852,1871.29,1883.587,2532.321,7556.971,2138.145,2184.109,1994.052,1598.205,5644.16,2501.245,4652.506,2327.917,3324.929,3258.391,1998.067,5996.031,3369.507,2190.968,4146.497,1258.338,2258.657,5750.476,5073.864,7971.969,7241.506,2373.235,2309.042,1758.5,1014.449,3309.867,983.404,3370.512,2281.212,6383.843,1493.235,4545.43
"61",48.552,7877.206,6647.872,6824.764,3229.034,4641.415,5074.688,2747.717,4149.372,6743.597,6835.778,3762.587,8219.396,6017.523,5884.242,6198.507,5484.261,1818.055,7403.377,5403.482,7048.05,8088.173,1833.604,5413.382,3515.93,5673.355,4434.485,4548.21,5716.735,2899.012,5628.712,8931,3937.371,6454.21,7093.596,3861.438,2679.221,1101.899,3609.678,7782.051,7967.302,7281.151,7256.019,5569.692,6467.511,6313.167,5593.784,2756.046,6792.458,3408.854
"62",1961.875,5937.431,4841.686,5018.578,4410.834,2486.232,3165.912,1863.245,2250.4,4834.821,4936.806,2878.115,6413.21,4118.551,3985.27,4289.731,3546.4,3002.976,5597.191,3537.616,5139.274,6281.987,412.505,3504.606,1353.724,3764.579,2525.709,2657.327,3850.869,4078.835,3474.149,6989.095,1780.304,4555.238,5287.41,4100.004,517.015,2569.308,4791.478,5975.865,6161.116,5372.375,5347.243,3414.509,4661.325,4168.381,3694.812,3937.846,4883.682,1246.648
"63",7648.301,2290.69,1294.153,1630.291,7994.596,4396.057,3277.942,6062.27,3800.22,1960.187,1670.338,5557.565,551.962,2209.764,2371.482,2652.167,3300.901,7993.888,1381.301,2593.573,2762.632,988.786,6053.624,3188.061,5061.97,2985.15,3734.393,3667.855,2407.531,6764.611,4138.087,2678.731,4867.588,1712.342,1754.482,6519.056,5483.328,8381.433,8010.086,1737.651,1673.458,2527.08,1783.029,4078.447,1308.719,4139.092,2776.925,7152.423,2261.815,4954.894
"64",4151.795,3902.925,3611.602,5114.424,3661.036,327.107,2357.547,1728.71,2719.443,2769.316,2995.996,1517.988,4730.079,3030.261,2835.168,2185.705,1392.841,3951.66,5299.346,3208.416,3073.769,5331.513,2640.323,2199.497,1458.142,2547.654,1990.682,2932.397,3521.669,2720.376,1314.381,4956.719,540.102,3337.372,5383.256,2735.291,1811.886,4671.002,3769.304,5655.696,5591.503,3306.87,3281.738,1256.61,3810.58,2185.515,2913.622,2911.641,2818.177,1640.195
"65",4118.374,3823.302,3531.979,5034.801,3581.413,247.484,2458.23,1649.087,2820.126,2689.693,2916.373,1438.365,4650.456,2950.638,2755.545,2106.082,1313.218,3918.239,5219.723,3309.099,2994.146,5251.89,2608.943,2119.874,1558.825,2468.031,2091.365,3033.08,3611.322,2640.753,1234.758,4877.096,460.479,3257.749,5303.633,2655.668,1780.506,4637.581,3689.681,5576.073,5511.88,3227.247,3202.115,1176.987,3730.957,2105.892,3014.305,2832.018,2738.554,1740.878
"66",7938.083,1531.856,1609.568,2682.528,7903.744,4257.716,3252.885,5971.418,4090.002,1643.839,1671.43,5234.811,855.677,2387.239,2501.529,2329.413,3162.56,8187.21,2321.093,2883.355,2060.908,1781.153,6343.406,3131.484,5351.752,2958.156,4024.175,3957.637,2697.313,6441.857,3815.333,1919.897,4776.736,1944.719,2694.274,6196.302,5773.11,8671.215,7871.745,2556.183,2491.99,1825.356,1130.513,3755.693,1706.41,3437.368,2911.451,7014.082,1609.299,5244.676
"67",6312.073,3129.949,1082.121,837.027,7384.125,4233.532,2235.464,5122.872,2695.905,2421.613,1962.757,5739.093,2231.659,1552.812,1714.53,2983.754,3304.752,6889.573,1415.64,1489.258,3269.142,2100.436,4717.396,2442.636,3957.655,2054.928,2630.078,2190.115,924.968,6941.481,4469.674,3716.879,4257.117,1425.989,1105.859,6850.643,4379.013,7045.205,7764.769,1794.314,1979.565,3139.2,2422.848,4410.034,907.637,4646.764,1686.508,6907.727,2704.299,3850.579
"68",5367.751,3045.741,3889.533,5440.956,4825.018,1395.194,3060.28,2892.692,3486.904,2550.801,3054.417,1881.341,4626.948,3404.931,3113.099,2038.439,1706.993,5167.616,5577.277,3874.196,2403.845,5328.457,3909.583,2576.854,2961.749,2925.011,2758.143,3699.858,4066.205,3088.387,405.557,4097.405,1774.497,3615.303,5682.3,2842.832,3094.524,5886.958,4606.306,5933.627,5869.434,2637.148,2648.566,802.421,4088.511,1276.691,3523.021,3748.643,2185.005,2854.673
"69",3131.418,4692.424,3463.09,3639.982,5843.741,2808.226,1889.906,3296.152,964.59,3558.815,3650.996,4311.022,5034.614,2832.741,2699.46,3013.725,2299.479,4435.883,4218.595,2218.7,3863.268,4903.391,1536.741,2228.6,1359.69,2488.573,1249.703,1363.428,2531.953,5511.742,3159.496,5746.218,2727.143,3269.428,3908.814,5529.805,1781.048,3864.55,6224.385,4597.269,4782.52,4096.369,4071.237,3099.856,3282.729,3812.634,2409.002,5370.753,3607.676,1252.614
"70",7492.484,3071.182,1155.335,1302.768,7874.519,4347.754,3157.865,5942.193,3644.403,2507.593,2048.737,5853.315,1025.992,2089.687,2251.405,3097.331,3418.974,7838.071,620.875,2437.756,3382.719,892.373,5897.807,3067.984,4906.153,2865.073,3578.576,3428.042,2166.949,7055.703,4583.251,3515.133,4747.511,1592.265,994.056,6964.22,5327.511,8225.616,8104.631,977.225,913.032,3225.18,2481.771,4523.611,1169.901,4760.341,2635.006,7246.968,2817.876,4799.077
